,PropertyFrontage,PropertyArea,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasonryVeneerArea,ExterQual,BasementQuality,BasementCondition,BasementFinishSquareFeet1,BasementUnFinishSquareFeet,TotalBasementSquareFeet,FirstFloorSquareFeet,SecondFloorSquareFeet,LowQualFinSF,AboveGradeGroundLiving Area,BasementFullBath,BasementHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRoomsAboveGrade,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,MiscVal,YrSold,SaleCondition,SalePrice,PropertySubClass_1-1/2 STORY - UNFINISHED ALL AGES,PropertySubClass_1-1/2 STORY FINISHED ALL AGES,PropertySubClass_1-STORY 1945 & OLDER,PropertySubClass_1-STORY 1946 & NEWER ALL STYLES,PropertySubClass_1-STORY PUD 1946 & NEWER,PropertySubClass_1-STORY W/FINISHED ATTIC ALL AGES,PropertySubClass_2 FAMILY CONVERSION - ALL STYLES AND AGES,PropertySubClass_2-1/2 STORY ALL AGES,PropertySubClass_2-STORY 1945 & OLDER,PropertySubClass_2-STORY 1946 & NEWER,PropertySubClass_2-STORY PUD - 1946 & NEWER,PropertySubClass_DUPLEX - ALL STYLES AND AGES,PropertySubClass_PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,PropertySubClass_SPLIT FOYER,PropertySubClass_SPLIT OR MULTI-LEVEL,PropertyZone_C (all),PropertyZone_Floating Village Residential,PropertyZone_Residential High-Density,PropertyZone_Residential Low-Density,PropertyZone_Residential Medium Density,Street_Gravel,Street_Paved ,PropertyShape_Irregular,PropertyShape_Moderately Irregular,PropertyShape_Regular,PropertyShape_Slightly irregular,PropertyContour_Hillside ,PropertyContour_Level,PropertyContour_Low lying area,PropertyContour_Significant Slope,Utilities_All public Utilities ,Utilities_Electricity and Gas Only,PropertyConfig_Corner,PropertyConfig_CulDSac,PropertyConfig_FR2,PropertyConfig_FR3,PropertyConfig_Inside,PropertySlope_Gentle slope ,PropertySlope_Moderate slope ,PropertySlope_Severe slope ,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear Creek,Neighborhood_College Creek,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa DOT and Rail Road,Neighborhood_MeadowV,Neighborhood_Mitchell,Neighborhood_NAmes,Neighborhood_Northpark Villa,Neighborhood_Northridge,Neighborhood_Northridge Heights,Neighborhood_Northwest Ames,Neighborhood_Old Town,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_Stone Brook,Neighborhood_Timberland,Neighborhood_Veenker,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Gravel & Tar,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasonryVeneerType_BrkCmn,MasonryVeneerType_BrkFace,MasonryVeneerType_Stone,ExterCond_Average/Typical ,ExterCond_Ex,ExterCond_Fair,ExterCond_Good,ExterCond_Poor,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BasementExposure_Average Exposure ,BasementExposure_Good Exposure,BasementExposure_Mimimum Exposure,BasementExposure_No,BasementFinishType1_ Below Average Living Quarters,BasementFinishType1_Average Living Quarters,BasementFinishType1_Average Rec Room,BasementFinishType1_Good Living Quarters,BasementFinishType1_Low Quality,BasementFinishType1_No,BasementFinishType1_Unfinished,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Average/Typical ,HeatingQC_Ex,HeatingQC_Fair,HeatingQC_Good,HeatingQC_Poor,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,PoolQC_No,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,PropertyAge,TotalSquareFeet,YearsSinceRemodel
612,0,11885,5.0,1.0,7.0,8,2001,2001,1.0,108,3.0,3.0,0.0,990,309,1299,1299,573,0,1872,1,0,2,1,3,1,0.0,7,1,5.0,2001.0,2,531,0.0,5.0,160,122,0,0,0,0,0,2009,5.0,261500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,3171,8
613,70,8402,5.0,1.0,0.0,5,2007,2007,1.0,0,0.0,3.0,0.0,206,914,1120,1120,0,0,1120,0,0,1,0,3,1,3.0,6,0,3.0,1980.0,0,0,4.0,3.0,0,30,0,0,0,0,0,2007,4.0,147000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2240,0
615,80,8800,5.0,1.0,3.0,6,1963,1963,1.0,156,0.0,0.0,0.0,763,173,936,1054,0,0,1054,1,0,1,0,3,1,2.0,6,0,3.0,1963.0,2,480,0.0,5.0,120,0,0,0,0,0,0,2010,0.0,137500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,47,1990,47
616,0,7861,5.0,1.0,7.0,6,2002,2003,1.0,0,3.0,3.0,0.0,457,326,783,807,702,0,1509,1,0,2,1,3,1,2.0,7,1,2.0,2002.0,2,393,0.0,5.0,100,75,0,0,0,0,0,2006,5.0,183200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2292,3
617,59,7227,5.0,1.0,2.0,6,1954,1954,1.0,0,0.0,0.0,0.0,0,832,832,832,0,0,832,0,0,1,0,2,1,2.0,4,0,3.0,1962.0,2,528,0.0,5.0,0,0,0,0,0,0,0,2008,5.0,105500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1664,54
618,90,11694,5.0,1.0,0.0,9,2007,2007,3.0,452,1.0,1.0,0.0,48,1774,1822,1828,0,0,1828,0,0,2,0,3,1,2.0,9,1,2.0,2007.0,3,774,0.0,5.0,0,108,0,0,260,0,0,2007,4.0,314813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3650,0
619,85,12244,5.0,1.0,7.0,8,2003,2003,3.0,226,3.0,3.0,0.0,871,611,1482,1482,780,0,2262,1,0,2,1,4,1,2.0,10,2,2.0,2003.0,3,749,0.0,5.0,168,0,0,0,0,0,0,2008,5.0,305000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3744,5
620,45,8248,5.0,1.0,0.0,3,1914,1950,1.0,0,0.0,0.0,0.0,41,823,864,864,0,0,864,1,0,1,0,2,1,3.0,5,0,3.0,1980.0,0,0,4.0,3.0,0,0,100,0,0,0,0,2008,5.0,67000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,94,1728,58
621,90,10800,5.0,1.0,7.0,6,1974,1997,1.0,0,0.0,0.0,0.0,956,384,1522,1548,1066,0,2614,0,0,2,1,4,1,3.0,9,1,5.0,1974.0,2,624,0.0,5.0,38,243,0,0,0,0,0,2008,5.0,240000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4136,11
622,71,7064,5.0,1.0,0.0,5,1977,1977,1.0,153,0.0,0.0,0.0,560,420,980,980,0,0,980,0,0,1,0,3,1,3.0,6,0,3.0,1986.0,2,484,0.0,5.0,192,0,0,0,0,0,0,2009,5.0,135000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1960,32
623,0,2117,5.0,2.0,7.0,6,2000,2000,1.0,513,3.0,3.0,0.0,420,336,756,756,756,0,1512,0,0,2,1,2,1,2.0,4,1,5.0,2000.0,2,440,0.0,5.0,0,32,0,0,0,0,0,2007,5.0,168500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2268,7
624,80,10400,5.0,1.0,7.0,6,1972,1972,1.0,288,0.0,0.0,0.0,247,485,732,1012,778,0,1790,1,0,1,2,4,1,3.0,8,1,5.0,1972.0,2,484,0.0,5.0,148,0,0,0,147,0,0,2006,5.0,165150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,2522,34
625,87,10000,5.0,1.0,0.0,6,1962,1962,3.0,261,0.0,0.0,0.0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,3.0,5,0,3.0,1962.0,2,440,0.0,5.0,0,0,0,0,385,0,0,2010,5.0,160000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2232,48
626,0,12342,5.0,1.0,0.0,5,1960,1978,3.0,0,0.0,0.0,0.0,0,978,978,1422,0,0,1422,0,0,1,0,3,1,3.0,6,1,5.0,1960.0,1,286,0.0,5.0,0,0,36,0,0,0,600,2007,5.0,139900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2400,29
627,80,9600,5.0,1.0,4.0,6,1955,1972,1.0,164,0.0,0.0,0.0,674,350,1156,1520,0,0,1520,1,0,1,0,3,1,3.0,7,2,2.0,1955.0,1,364,0.0,5.0,0,0,189,0,0,0,0,2010,5.0,153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2676,38
628,70,11606,5.0,1.0,7.0,5,1969,1969,1.0,192,0.0,3.0,0.0,650,390,1040,1040,1040,0,2080,0,1,1,2,5,1,1.0,9,2,5.0,1969.0,2,504,0.0,5.0,335,0,0,0,0,0,0,2007,3.0,135000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38,3120,38
629,82,9020,5.0,1.0,4.0,6,1964,1964,1.0,259,0.0,0.0,0.0,624,288,1248,1350,0,0,1350,1,0,1,1,3,1,3.0,6,0,3.0,1964.0,2,520,0.0,5.0,176,0,0,0,0,0,0,2008,5.0,168500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,2598,44
631,34,4590,5.0,3.0,0.0,8,2006,2006,1.0,108,3.0,3.0,2.0,24,1530,1554,1554,0,0,1554,0,0,2,0,2,1,2.0,6,1,2.0,2006.0,2,627,0.0,5.0,156,73,0,0,0,0,0,2007,5.0,209500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3108,1
632,85,11900,5.0,1.0,0.0,7,1977,1977,3.0,209,0.0,0.0,0.0,822,564,1386,1411,0,0,1411,0,0,2,0,3,1,3.0,6,1,5.0,1977.0,2,544,0.0,5.0,192,0,0,0,0,0,0,2009,3.0,82500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2797,32
633,80,9250,5.0,1.0,0.0,5,1954,2005,1.0,0,0.0,0.0,0.0,480,108,1056,1056,0,0,1056,0,1,1,0,3,1,3.0,6,0,3.0,1954.0,1,260,0.0,5.0,390,0,0,0,0,0,0,2007,5.0,139400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2112,2
634,64,6979,5.0,0.0,3.0,6,1980,1980,1.0,0,0.0,0.0,0.0,1056,0,1056,1056,0,0,1056,2,0,0,0,0,2,3.0,4,0,3.0,1980.0,2,576,0.0,5.0,264,56,0,0,0,0,600,2010,5.0,144000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2112,30
635,60,10896,5.0,4.0,5.0,6,1914,1995,3.0,0,2.0,0.0,1.0,256,1184,1440,1440,1440,515,3395,0,0,2,0,8,2,1.0,14,0,3.0,1980.0,0,0,4.0,3.0,0,110,0,0,0,0,0,2007,0.0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,93,4320,12
